"Transcript","Condition_A","Condition_B"
"TR75473|c1_g3_i2",1.31,0.75
"TR107003|c0_g1_i1",0.51,0.37
"TR40385|c1_g3_i1",1.44,0.52
"TR115467|c0_g1_i1",0.43,0
"TR64180|c0_g3_i1",0.44,0
"TR167294|c0_g1_i1",0.69,0.75
"TR89159|c0_g1_i1",0.3,0
"TR99138|c0_g1_i1",0.39,0.36
"TR100288|c0_g1_i1",12.07,10.68
"TR153559|c0_g1_i1",76.97,68.63
"TR200896|c0_g1_i1",0.9,1.31
"TR109092|c0_g1_i1",1.54,1.58
"TR186289|c0_g1_i1",0.59,0
"TR226651|c0_g1_i1",0.72,0
"TR21156|c1_g4_i18",0.19,0.15
"TR38625|c0_g1_i1",0.51,1.09
"TR31791|c0_g1_i1",0.75,0.91
"TR24178|c0_g1_i1",0.25,0
"TR134245|c0_g2_i1",0.37,0.79
"TR75566|c1_g4_i1",0.58,0.62
"TR71549|c0_g1_i1",0,0.17
"TR99918|c0_g1_i1",11.19,13.49
"TR45675|c0_g1_i1",1.05,1.34
"TR162025|c1_g1_i1",0,1.23
"TR81965|c0_g1_i11",0.4,0.29
"TR135370|c0_g1_i1",0.52,0.66
"TR67237|c0_g1_i1",0.53,1.03
"TR83164|c0_g1_i1",0.61,0.76
"TR76911|c5_g1_i1",2.17,2.14
"TR159517|c0_g1_i2",2.21,0.92
"TR180074|c0_g1_i1",1.02,0
"TR79959|c0_g1_i4",0.19,0.32
"TR101768|c0_g2_i1",0.24,0
"TR152419|c0_g1_i1",4.32,5.66
"TR102583|c0_g1_i1",0.51,1.12
"TR3031|c0_g1_i1",0.33,0.3
"TR88402|c0_g1_i1",0.47,0.38
"TR13026|c0_g1_i1",0.32,0
"TR10387|c0_g1_i1",0.94,1.09
"TR46492|c0_g1_i1",0.48,0.33
"TR50786|c0_g2_i1",0.95,2.08
"TR186202|c0_g1_i1",0.52,0
"TR3221|c0_g2_i3",0.51,0.19
"TR68362|c0_g1_i1",0.44,0
"TR143725|c0_g1_i1",0.67,0.63
"TR63085|c0_g1_i1",0.47,0.4
"TR180058|c0_g1_i1",1.28,1.66
"TR150074|c0_g2_i1",0.92,3.52
"TR152994|c0_g1_i1",1.67,1.01
"TR134587|c0_g1_i1",0.29,0
"TR50913|c0_g4_i1",1.64,2.95
"TR13832|c0_g1_i1",0.51,0.36
"TR167403|c0_g1_i1",0.48,0.51
"TR13218|c0_g1_i6",1.44,0.88
"TR80148|c0_g1_i1",0.39,0.84
"TR197408|c0_g1_i1",0.54,0.46
"TR193928|c0_g1_i1",0.78,0
"TR81507|c2_g2_i2",0,0.16
"TR78843|c0_g2_i3",0.64,0
"TR39084|c1_g1_i1",1.97,1.78
"TR236153|c0_g1_i1",0.31,0.45
"TR119279|c0_g1_i1",0.34,0.74
"TR20337|c0_g2_i22",5.64,7.05
"TR128495|c0_g1_i1",1.65,1.12
"TR71405|c2_g1_i3",0.5,0.89
"TR83464|c1_g2_i3",0.7,0.61
"TR170436|c0_g1_i1",0.89,1.94
"TR153671|c0_g2_i1",0.35,0.39
"TR217440|c0_g1_i1",0.5,0.54
"TR180593|c0_g1_i1",0.56,0.18
"TR146565|c1_g1_i3",1.54,1.33
"TR27984|c0_g1_i1",0.28,0.3
"TR24277|c1_g3_i1",0.51,1.12
"TR79961|c7_g3_i2",10.58,11.01
"TR53312|c0_g1_i5",1.24,2.49
"TR4702|c1_g1_i1",0,0.64
"TR86095|c0_g1_i1",0.45,0.43
"TR83076|c0_g1_i1",1.42,2.25
"TR24747|c0_g1_i1",0.98,0.71
"TR13022|c0_g1_i1",0.55,0.6
"TR220842|c0_g1_i1",0.92,0.67
"TR54104|c0_g1_i1",1.37,0
"TR91190|c0_g1_i1",0.91,0
"TR224092|c0_g1_i1",1.01,0.46
"TR89132|c0_g1_i1",0.37,0.4
"TR6701|c0_g1_i3",2.25,2.66
"TR57762|c1_g4_i1",1,1.32
"TR26419|c0_g1_i1",2.21,1.54
"TR22758|c1_g2_i1",0,0.81
"TR160828|c0_g1_i1",0.46,1.09
"TR129691|c0_g1_i1",0.21,0
"TR3359|c2_g1_i1",0.32,0
"TR35572|c0_g1_i1",0.84,0.61
"TR170098|c0_g1_i1",0.33,0.71
"TR122114|c0_g1_i1",0.99,0.63
"TR153493|c0_g1_i1",0.82,0
"TR194334|c0_g1_i1",0.52,0.28
"TR215914|c0_g1_i1",1.1,1.6
"TR165864|c0_g1_i1",0.97,0.07
"TR34604|c0_g1_i1",0.36,0
"TR122934|c0_g1_i1",0.8,0.87
"TR57823|c1_g1_i3",6.72,5.73
"TR41776|c2_g10_i6",0.9,0.98
"TR95502|c0_g1_i1",1.1,0.9
"TR57805|c0_g1_i2",0.48,0.34
"TR154058|c0_g1_i1",1.14,1.18
"TR86163|c0_g1_i2",1.32,1.42
"TR239450|c0_g1_i1",0.41,0.44
"TR163984|c0_g1_i1",0.68,0.74
"TR67468|c0_g1_i1",0.38,0
"TR59777|c0_g1_i1",0.55,0.67
"TR74649|c3_g6_i2",0.39,0
"TR131188|c0_g1_i1",0.45,0.19
"TR8320|c0_g3_i7",0.35,0
"TR156414|c0_g1_i1",0.49,0
"TR12247|c1_g2_i1",3.59,3.88
"TR5712|c1_g1_i8",0.75,0.42
"TR212355|c0_g1_i1",0.4,0.88
"TR196734|c0_g1_i1",0.3,0.65
"TR27926|c0_g1_i1",0.63,0
"TR181094|c0_g1_i1",0.74,0.8
"TR13208|c0_g6_i1",3.31,2.98
"TR139029|c0_g1_i1",0,0.1
"TR121371|c0_g1_i1",0.83,0.94
"TR3823|c0_g1_i1",0.22,0.75
"TR56529|c0_g2_i1",0.77,0
"TR100113|c0_g2_i1",0.19,0.4
"TR82971|c0_g1_i3",3.06,3.86
"TR122604|c0_g1_i1",0.86,1.2
"TR192697|c0_g1_i1",0.7,0.5
"TR104675|c0_g2_i1",0.41,0
"TR50700|c0_g3_i14",6.66,0.2
"TR8631|c0_g1_i1",0.38,0
"TR19781|c5_g1_i1",0.54,0.82
"TR194061|c0_g1_i1",0.56,0.59
"TR4879|c0_g1_i1",0.99,1.43
"TR53150|c0_g1_i1",0.95,0.87
"TR177550|c0_g1_i1",0.71,1.55
"TR55668|c0_g1_i1",5.2,4.21
"TR82044|c0_g1_i1",3.89,3.41
"TR19828|c2_g7_i1",0.98,0.98
"TR52189|c0_g1_i1",0.8,1.29
"TR19595|c0_g1_i2",0.15,0.29
"TR209810|c0_g1_i1",0.71,0
"TR150391|c0_g1_i1",0.35,0.76
"TR20292|c0_g2_i2",0.08,0.21
"TR78506|c0_g1_i5",2.31,1.66
"TR58459|c0_g1_i1",1.32,0.93
"TR129104|c0_g2_i1",0.4,0.4
"TR86234|c0_g1_i1",0,0.14
"TR231715|c0_g1_i1",0.4,0
"TR42910|c8_g5_i1",3.96,3.45
"TR1767|c0_g1_i1",21.29,19.48
"TR182785|c0_g1_i1",0.95,0
"TR118918|c0_g1_i1",19.71,17.61
"TR114388|c0_g1_i1",0.52,0.55
"TR99733|c0_g1_i1",0.16,0
"TR18382|c0_g1_i4",1.51,0.72
"TR24095|c0_g1_i1",0.41,0.43
"TR235613|c0_g1_i1",0.39,0
"TR137084|c0_g1_i1",1.65,2.27
"TR109285|c0_g1_i1",0.65,0.29
"TR132622|c0_g1_i1",0.53,1.16
"TR188556|c0_g1_i1",0.61,1.04
"TR131076|c0_g1_i1",0.88,1.01
"TR56739|c0_g1_i1",0.44,0
"TR227597|c0_g1_i1",1.44,1.57
"TR44279|c0_g3_i4",6.88,8.07
"TR128384|c0_g1_i1",3.83,4.29
"TR64610|c0_g1_i1",0.77,0
"TR216102|c0_g1_i1",1.07,0.77
"TR128045|c0_g2_i1",0.89,0
"TR61479|c0_g1_i1",0.7,0.95
"TR45963|c0_g1_i1",1.92,1.14
"TR40394|c1_g4_i6",0.17,0.21
"TR82779|c0_g1_i1",0.41,0.44
"TR61007|c0_g1_i1",0.64,0.27
"TR220379|c0_g1_i1",0.43,0.93
"TR197213|c0_g1_i1",0.37,0.4
"TR160253|c0_g1_i1",0.44,0.33
"TR132765|c0_g1_i1",0.31,0.55
"TR7493|c0_g1_i4",0.19,0.45
"TR219515|c0_g1_i1",0.49,0.52
"TR142662|c0_g1_i1",0.72,0.82
"TR209051|c0_g1_i1",1.46,1.16
"TR12782|c0_g1_i1",0.87,0.57
"TR90291|c0_g1_i1",1.14,1.61
"TR188376|c0_g1_i1",0.68,1.09
"TR57303|c0_g1_i1",0.31,0.66
"TR24690|c0_g1_i2",2.06,1.58
"TR150209|c0_g1_i2",0.18,0
"TR101438|c1_g2_i1",0.52,1.89
"TR89587|c0_g1_i1",2.32,3.33
"TR192507|c0_g1_i1",0.3,0
"TR42861|c0_g1_i1",3.73,4.08
"TR23|c1_g1_i2",0.4,0.43
"TR57872|c0_g1_i1",0.52,1.14
"TR79933|c0_g2_i1",0.3,0
"TR114474|c0_g2_i1",0.56,0
"TR87613|c0_g1_i1",0,0.44
"TR68134|c4_g1_i1",0.62,0
"TR200581|c0_g1_i1",1.09,0.76
"TR76968|c0_g2_i4",0.57,0
"TR73585|c0_g6_i3",0.61,0
"TR76575|c0_g1_i1",0.99,2.15
"TR73571|c1_g5_i1",8.06,8.46
"TR208447|c0_g1_i1",0.77,0.41
"TR135991|c1_g1_i1",0.47,0.4
"TR65257|c2_g3_i1",9.83,9.96
"TR143924|c1_g2_i1",0.3,0
"TR4826|c0_g1_i1",0.72,0.78
"TR200974|c0_g1_i1",0.7,0
"TR215873|c0_g1_i1",0.59,0.64
"TR101759|c1_g2_i1",0.49,0
"TR113785|c0_g2_i1",3.15,2.67
"TR202750|c0_g1_i1",1.51,1.64
"TR220926|c0_g1_i1",0.28,0.3
"TR19151|c0_g1_i1",0.49,0.5
"TR90090|c0_g2_i2",0.5,0.85
"TR168477|c0_g1_i1",0.3,0.43
"TR82876|c1_g1_i1",3.63,2.3
"TR235372|c0_g1_i1",0.51,0
"TR181448|c0_g1_i1",0.37,0
"TR27241|c1_g1_i1",427.81,453.28
"TR179397|c0_g1_i1",0.67,0.36
"TR26384|c0_g2_i1",0.33,0
"TR11068|c2_g9_i1",0.72,0.78
"TR706|c0_g1_i1",0.38,0.36
"TR3353|c0_g2_i4",0.38,0
"TR119571|c0_g1_i1",0.62,0.45
"TR78572|c4_g2_i3",0,0.18
"TR136067|c0_g1_i1",178.06,182.67
"TR31730|c1_g3_i1",0.73,0.48
"TR77757|c0_g1_i1",0.91,1.34
"TR223635|c0_g1_i1",0.74,0
"TR139078|c0_g1_i1",0.88,0.64
"TR224731|c0_g1_i1",0,0.3
"TR45545|c0_g1_i1",0.58,0.75
"TR165073|c0_g1_i1",0.19,0
"TR209306|c0_g1_i1",0.94,0
"TR107739|c0_g1_i1",0.2,0.17
"TR74507|c0_g1_i8",2.01,0.93
"TR164219|c0_g1_i1",1.51,3.31
"TR86330|c0_g2_i1",0,0.75
"TR14696|c2_g3_i2",0.22,0
"TR56649|c0_g1_i1",2.61,3.28
"TR146042|c0_g1_i1",3.12,2.87
"TR128389|c0_g2_i1",1.88,1.03
"TR38467|c0_g1_i6",0.01,0.03
"TR149635|c0_g1_i1",1.28,0.92
"TR239375|c0_g1_i1",0.36,0
"TR103507|c0_g1_i1",0.52,0
"TR142538|c0_g1_i1",1.18,1.81
"TR10277|c0_g1_i1",0.65,0
"TR50990|c0_g1_i1",0.61,0.98
"TR48418|c0_g1_i6",2.6,2.53
"TR209137|c0_g1_i1",0.54,0.77
"TR81044|c0_g2_i2",0.37,0.47
"TR6998|c0_g1_i3",4.01,1.64
"TR55743|c3_g1_i1",0.83,0.48
"TR227470|c0_g1_i1",0.84,0.45
"TR197998|c0_g1_i1",0.45,0.98
"TR236587|c0_g1_i1",0.9,1.46
"TR23094|c0_g1_i1",0.5,0
"TR169683|c0_g1_i1",0.76,0
"TR106500|c5_g1_i1",0.35,0.34
"TR34358|c0_g1_i1",0.15,0.16
"TR90033|c0_g1_i1",0.31,0
"TR211135|c0_g1_i1",0.31,0
"TR131731|c0_g1_i1",0.08,0
"TR156179|c0_g3_i1",0.68,0.8
"TR89835|c1_g1_i1",0.29,0
"TR49028|c1_g6_i5",0.39,0.11
"TR212231|c0_g1_i1",0.32,0
"TR61042|c0_g1_i1",0.92,0.67
"TR71466|c0_g1_i1",1.41,0.44
"TR130539|c0_g1_i1",0.11,0
"TR33291|c0_g1_i1",0.7,0
"TR230626|c0_g1_i1",1.08,0
"TR202898|c0_g1_i1",0.78,1.4
"TR187064|c0_g1_i1",0.25,0
"TR103264|c0_g1_i1",3.72,7.83
"TR252|c0_g1_i1",0.58,0.63
"TR207101|c0_g1_i1",0.66,0
"TR30833|c0_g1_i3",0.29,0
"TR223824|c0_g1_i1",0.74,0
"TR124058|c0_g2_i1",0.54,0.71
"TR138058|c0_g1_i1",1.25,1.81
"TR24643|c0_g2_i1",0.51,1.12
"TR107663|c0_g1_i1",1.18,0.84
"TR147118|c0_g1_i1",0.47,0.26
"TR236658|c0_g1_i1",0.4,0.88
"TR19791|c2_g2_i6",0.33,0.43
"TR63432|c0_g2_i2",0.21,0.46
"TR27097|c0_g1_i1",1.22,1.98
"TR130718|c0_g1_i1",0.98,0.99
"TR7548|c0_g1_i2",0.18,0
"TR51355|c0_g2_i1",0.03,0
"TR27674|c0_g1_i1",0.74,2.34
"TR122297|c0_g1_i1",1.01,0.55
"TR132397|c0_g1_i1",0.24,0
"TR129930|c0_g1_i8",0.12,0.49
"TR52103|c0_g1_i1",0.71,0
"TR184984|c0_g1_i1",0.32,0.7
"TR9399|c0_g1_i1",2.01,1.1
"TR109448|c0_g1_i1",2.79,3.56
"TR216402|c0_g1_i1",0.86,0.78
"TR63247|c0_g1_i1",0.76,1.27
"TR76366|c4_g1_i2",6.65,7.93
"TR62779|c0_g1_i1",0.62,0
"TR53512|c0_g1_i1",0.26,0.57
"TR7412|c1_g2_i1",0.39,1.25
"TR7014|c0_g1_i2",12.46,10.51
"TR158609|c0_g2_i1",0.44,0.41
"TR106930|c0_g1_i1",0.39,0.2
"TR55323|c1_g1_i7",0.55,1.9
"TR67317|c0_g1_i1",1.21,0.84
"TR26393|c0_g2_i2",1.42,1.33
"TR49121|c0_g1_i1",0.43,0
"TR41795|c5_g18_i1",2.2,2.84
"TR118718|c0_g3_i2",2.59,0.98
"TR109303|c0_g1_i1",0.49,0.7
"TR203683|c0_g1_i1",0.76,0.83
"TR114911|c0_g1_i1",0.51,0.78
"TR7436|c13_g18_i1",691.01,685.69
"TR58441|c2_g1_i3",0.47,0.24
"TR50644|c0_g1_i3",9.29,8.34
"TR160242|c1_g1_i1",1.67,1.05
"TR228981|c0_g1_i1",0.51,0.41
"TR183228|c0_g1_i1",1.02,1.64
"TR83451|c7_g11_i1",0.42,0.92
"TR39870|c2_g1_i1",0.98,1.47
"TR148575|c0_g1_i1",2.12,1.32
"TR24688|c0_g1_i1",44.61,51.81
"TR63682|c0_g1_i4",0.09,0.18
"TR237185|c0_g1_i1",0.36,0.39
"TR45622|c0_g1_i1",0.39,0
"TR18174|c0_g1_i2",2.93,3.36
"TR36867|c0_g1_i1",0.88,0
"TR135645|c0_g1_i1",1.28,0
"TR20252|c1_g2_i8",1.31,2.01
"TR153165|c0_g1_i1",0.6,1.12
"TR1870|c0_g1_i1",0.42,1.36
"TR196203|c0_g1_i1",0.46,1.01
"TR28792|c3_g11_i2",2.02,0.93
"TR33942|c0_g2_i1",1.34,2.9
"TR230222|c0_g1_i1",0.75,0
"TR185362|c0_g1_i1",0.57,0.61
"TR153075|c0_g1_i1",0.41,0.52
"TR138732|c0_g2_i1",0.37,0
"TR28111|c0_g1_i1",0.63,1.11
"TR239654|c0_g1_i1",0.7,1.53
"TR14646|c0_g2_i2",3.07,4.47
"TR128456|c1_g16_i1",1.4,1.76
"TR2603|c0_g1_i1",0.52,0.37
"TR131866|c0_g1_i1",0,0.53
"TR41775|c0_g7_i2",0.15,0
"TR238308|c0_g1_i1",0.38,0.83
"TR60215|c0_g1_i1",0.68,0
"TR233179|c0_g1_i1",1.19,0.9
"TR144682|c0_g1_i1",0.14,0
"TR112318|c0_g1_i1",4.7,4.01
"TR131872|c0_g2_i1",3.97,5.53
"TR45163|c0_g1_i2",0.51,0.73
"TR87134|c0_g1_i1",1.21,2.37
"TR180398|c0_g1_i1",0.53,0.86
"TR80023|c7_g10_i2",1.71,1.42
"TR54324|c0_g1_i1",1.06,0.77
"TR56676|c0_g9_i1",0.23,0.68
"TR238686|c0_g1_i1",0.47,0.33
"TR120923|c0_g1_i1",0.53,1.16
"TR21413|c0_g1_i1",0.36,0.11
"TR135425|c0_g1_i1",0.58,0.62
"TR197692|c0_g1_i1",0.42,0.18
"TR154232|c0_g2_i1",0,0.11
"TR209252|c0_g1_i1",0.42,0.91
"TR92537|c0_g1_i1",0,0.52
"TR87246|c0_g1_i1",0.94,0.72
"TR146689|c1_g1_i1",0.66,0.79
"TR1752|c0_g1_i1",0.53,0
"TR115142|c0_g2_i1",0.14,0.27
"TR133170|c1_g1_i1",0.35,0.76
"TR121166|c0_g1_i1",0.62,0
"TR61036|c0_g1_i1",0.15,0
"TR235683|c0_g1_i1",0.64,1.52
"TR38114|c4_g1_i4",0,0.46
"TR83714|c0_g1_i3",2.29,1.29
"TR40676|c1_g2_i1",0.45,0.41
"TR108918|c0_g1_i1",0,0.21
"TR45832|c0_g1_i1",1.53,0
"TR211104|c0_g1_i1",1.58,2.73
"TR191008|c0_g1_i1",0.48,0.25
"TR135211|c1_g1_i1",0.94,2.05
"TR118018|c0_g1_i1",0.57,0.31
"TR8142|c1_g1_i2",0.24,0.16
"TR26987|c0_g2_i2",29.47,19.2
"TR205610|c0_g1_i1",0.83,0.58
"TR64216|c1_g10_i1",0.43,0
"TR12260|c0_g2_i3",1.29,1.03
"TR169384|c0_g1_i1",0.52,1.14
"TR193587|c0_g1_i1",1.11,0.92
"TR44936|c10_g16_i5",1.67,3.4
"TR42484|c0_g2_i1",0.35,0
"TR14246|c0_g1_i1",1.13,0.98
"TR49677|c0_g1_i1",1.25,0.53
"TR46872|c0_g4_i1",0.19,0.12
"TR141933|c0_g1_i2",0.3,0.29
"TR185788|c0_g1_i1",1.55,3.54
"TR116003|c0_g1_i1",0.92,0.96
"TR151832|c0_g1_i1",0.58,0.32
"TR53872|c0_g1_i1",2.85,2.75
"TR169574|c0_g1_i1",0.36,0.38
"TR166310|c0_g1_i1",0.65,0.71
"TR44952|c2_g5_i6",0.56,0.48
"TR157320|c0_g1_i1",0.53,0.23
"TR8252|c0_g1_i2",3.95,3.69
"TR135475|c0_g1_i1",0.47,0.51
"TR86403|c0_g1_i1",0.48,1.06
"TR71422|c0_g2_i2",0.47,0.75
"TR55849|c0_g2_i1",0.61,0.54
"TR154740|c0_g1_i1",8.77,8.28
"TR145051|c0_g1_i1",0.59,0.91
"TR15983|c0_g1_i1",0.45,0
"TR144015|c0_g1_i2",1.39,1.3
"TR55060|c0_g1_i1",0.79,0.59
"TR49570|c0_g4_i4",0.93,0.58
"TR85437|c0_g2_i6",0,0.36
"TR55675|c1_g1_i1",0.07,0.5
"TR124528|c0_g1_i1",1.6,1.28
"TR73581|c0_g1_i4",2.18,5.26
"TR42080|c5_g1_i2",0.81,0.59
"TR87604|c1_g1_i1",0.49,0.9
"TR99494|c0_g2_i1",1.96,2.14
"TR74635|c2_g5_i4",0.29,0.62
"TR68124|c12_g1_i7",16.5,22.79
"TR11568|c2_g4_i2",1.18,2.19
"TR31048|c0_g1_i1",2.57,2.52
"TR36470|c0_g1_i1",0.76,0
"TR58355|c0_g1_i1",0.37,0
"TR43253|c0_g1_i1",0.74,0
"TR14324|c0_g1_i2",1.57,1.38
"TR166607|c0_g1_i1",0.86,0.46
"TR64210|c0_g1_i1",0.98,2.09
"TR122755|c0_g2_i1",0.3,0
"TR189138|c0_g1_i1",0.58,0.62
"TR17264|c0_g1_i1",0.48,0
"TR226585|c0_g1_i1",0.6,0
"TR63530|c0_g1_i1",0.57,0.81
"TR26292|c0_g3_i1",0.52,1.14
"TR123597|c0_g2_i1",1.16,1.06
"TR155057|c0_g4_i1",2.57,5.63
"TR89233|c0_g1_i1",0.65,0.47
"TR29827|c0_g1_i1",1.05,1.71
"TR122304|c0_g3_i1",1.07,0.35
"TR109151|c0_g1_i1",0.56,0.63
"TR11035|c0_g5_i1",56.61,58.13
"TR96550|c0_g1_i1",0.67,0.48
"TR214891|c0_g1_i1",0.24,0.65
"TR49729|c0_g1_i1",1.09,0
"TR22023|c0_g2_i3",0.29,0.04
"TR56496|c0_g1_i1",1.59,1.43
"TR18217|c0_g1_i4",0.87,0.27
"TR219947|c0_g1_i1",0.41,0.43
"TR21262|c0_g2_i1",0.87,0
"TR80442|c0_g1_i1",0.75,0.45
"TR1027|c0_g1_i1",0.53,0.57
"TR5097|c0_g1_i1",0.6,0.91
"TR169021|c0_g1_i1",0.32,0
"TR166344|c0_g1_i1",1.75,0
"TR223142|c0_g1_i1",1.29,1.42
"TR89407|c1_g1_i1",0.21,0
"TR207484|c0_g1_i1",0.58,0.92
"TR8272|c0_g1_i3",0.74,1.61
"TR49024|c1_g2_i1",0.11,0.23
"TR165191|c0_g1_i1",0.53,0.34
"TR130980|c0_g1_i1",0.88,0.83
"TR78532|c1_g1_i3",3.17,1.78
"TR15790|c1_g2_i5",0.82,1.79
"TR907|c0_g1_i1",1.27,0.91
"TR50792|c0_g2_i13",0.38,0
"TR4577|c0_g1_i1",0.22,0.48
"TR138987|c0_g1_i1",0.54,0.78
"TR159635|c1_g2_i1",0.45,1.29
"TR71856|c0_g1_i1",0.77,1.11
"TR216846|c0_g1_i1",0.72,0.78
"TR104264|c0_g1_i1",0.37,0.4
"TR77363|c0_g2_i1",1.81,1.24
"TR28457|c0_g1_i1",0.6,1.29
"TR45942|c0_g1_i1",0.74,1.32
"TR60025|c0_g1_i1",0.96,0.69
"TR132130|c0_g1_i1",0.42,0
"TR26426|c0_g1_i1",0.54,0.75
"TR135042|c0_g1_i1",0.91,0.55
"TR210141|c0_g1_i1",0.5,0.18
"TR99393|c0_g1_i1",7.91,7.68
"TR77994|c0_g1_i1",0.33,0
"TR179854|c0_g1_i1",1.47,3.22
"TR88388|c0_g1_i1",0.38,0
"TR61600|c0_g1_i1",0.27,0
"TR39086|c0_g3_i1",0.7,0.81
"TR28966|c0_g1_i1",0.71,0.5
"TR195062|c0_g1_i1",0.24,0.21
"TR61813|c0_g1_i1",0.49,0
"TR3338|c1_g3_i1",0.98,0.42
"TR109280|c0_g1_i1",1.7,2.05
"TR21132|c0_g2_i1",0.73,0.15
"TR121928|c0_g1_i2",1.08,0.47
"TR75484|c4_g2_i1",0,0.3
"TR151971|c0_g1_i1",0.42,0.91
"TR234535|c0_g1_i1",0.31,0
"TR92468|c0_g2_i1",0.23,0.35
"TR159737|c0_g1_i1",0.84,0
"TR79290|c2_g1_i1",2.17,2.06
"TR164153|c0_g1_i1",1.11,0
"TR115972|c0_g1_i1",0.46,0
"TR38171|c0_g1_i5",4.4,1.98
"TR176137|c0_g1_i1",5.86,6.88
"TR26949|c0_g4_i2",1.5,1.28
"TR233984|c2_g1_i1",999.11,999.54
"TR120181|c0_g1_i1",0.57,0.5
"TR68236|c0_g1_i1",0.31,0.43
"TR84999|c2_g3_i4",0.33,0.17
"TR223082|c0_g1_i1",1.35,1.97
"TR19289|c0_g1_i1",0.77,0
"TR47597|c0_g2_i1",1.48,1.36
"TR99672|c0_g1_i2",0.39,0
"TR91061|c0_g1_i1",31.3,30.51
"TR165575|c0_g1_i1",0.65,0
"TR116855|c1_g2_i1",1.7,0.86
"TR69462|c0_g1_i3",0.74,0
"TR59168|c0_g1_i1",1.03,0.44
"TR21078|c2_g1_i2",0.42,0.48
"TR10348|c0_g1_i1",0.85,1
"TR169858|c0_g1_i1",0.39,0.83
"TR224333|c0_g1_i1",0.81,0.88
"TR11097|c3_g1_i1",3.41,4.87
"TR210340|c0_g1_i1",1.02,1.12
"TR140012|c0_g1_i2",1.06,0
"TR83302|c0_g3_i3",1.44,0.61
"TR79426|c0_g1_i1",0.64,0.55
"TR135090|c0_g1_i1",0.52,0
"TR66158|c3_g3_i2",127.06,91.3
"TR64153|c5_g1_i1",1.91,2.21
"TR162404|c0_g1_i1",29.12,40.34
"TR35308|c1_g5_i1",0.93,0.32
"TR91791|c0_g1_i1",0.72,0.59
"TR121584|c0_g2_i1",0.56,1.22
"TR83674|c4_g2_i3",0.13,0
"TR29266|c0_g1_i2",0.23,0
"TR76975|c0_g2_i3",0.48,0
"TR72482|c0_g1_i1",0.71,0
"TR229353|c0_g1_i1",1.01,0.88
"TR146702|c0_g1_i1",0.64,0.58
"TR116469|c0_g1_i3",0.6,1.31
"TR102473|c0_g1_i1",0.7,0.68
"TR21849|c0_g1_i1",0.51,0
"TR149200|c0_g2_i1",0.38,0.65
"TR31719|c1_g6_i1",0.95,1.01
"TR14408|c0_g1_i1",0.5,0
"TR4342|c0_g1_i1",1.02,0
"TR193100|c0_g1_i1",0.9,0.97
"TR15814|c2_g3_i6",0.78,0.52
"TR136420|c1_g2_i1",0.2,0.43
"TR181663|c0_g1_i1",0.7,0
"TR10177|c0_g1_i1",0.09,0.58
"TR55398|c0_g1_i1",8.6,7.69
"TR134751|c0_g1_i1",0.15,0
"TR186344|c0_g1_i1",1.05,2.32
"TR156195|c0_g1_i1",0.68,0.43
"TR72702|c1_g1_i8",0.43,0
"TR22603|c0_g1_i1",3.24,0.96
"TR93831|c0_g1_i1",0.68,0
"TR135953|c0_g1_i1",0.47,1.27
"TR62560|c0_g1_i1",0.87,1.89
"TR38115|c1_g1_i1",0.72,1.57
"TR54823|c0_g1_i1",0.52,0
"TR118340|c0_g1_i1",0.39,0.84
"TR44284|c1_g3_i1",2.03,0.58
"TR109487|c0_g6_i1",0.85,0.83
"TR38181|c0_g1_i1",0.97,1.4
"TR117453|c0_g1_i1",0.63,0.28
"TR147752|c0_g1_i1",0.51,0.02
"TR22768|c3_g7_i1",12.39,13.61
"TR41752|c0_g1_i1",1.1,0.92
"TR13551|c0_g1_i1",0.27,0
"TR142579|c0_g1_i1",1.2,1.5
"TR63380|c0_g1_i1",0,0.4
"TR86671|c0_g1_i1",5.15,6.41
"TR96365|c0_g1_i1",1,1.45
"TR223812|c0_g1_i1",1.44,0.88
"TR115182|c0_g2_i1",0.94,2.05
"TR132448|c0_g1_i4",0.27,0
"TR22358|c0_g1_i1",0.41,1.2
"TR102814|c0_g2_i1",1.26,0.92
"TR239163|c0_g1_i1",0.38,0.41
"TR82926|c1_g1_i1",10.62,15.66
"TR142979|c0_g2_i1",0.13,0
"TR30863|c0_g1_i5",0.73,1.07
"TR72520|c0_g1_i1",0.66,0.36
"TR45702|c3_g1_i1",1.52,1.66
"TR126924|c0_g1_i1",0.82,0.44
"TR76073|c2_g3_i1",0.66,0.62
"TR73135|c5_g10_i2",14.87,20.63
"TR144684|c0_g1_i2",0.27,0.5
"TR191314|c0_g1_i1",1.13,1.36
"TR175884|c0_g1_i1",0.87,0.46
"TR154614|c0_g1_i1",0.91,0.64
"TR50885|c0_g1_i2",0.45,0.02
"TR16891|c1_g2_i1",0.47,1.04
"TR23072|c0_g1_i1",0.31,0.22
"TR17133|c0_g1_i1",1.02,1.45
"TR163555|c0_g1_i1",0.82,0.44
"TR72660|c0_g3_i16",0.05,0.09
"TR127545|c0_g2_i1",0.29,0.64
"TR97885|c0_g1_i1",1.01,0.71
"TR74668|c1_g2_i1",1.09,1.31
"TR235152|c0_g1_i1",0.46,0
"TR22633|c0_g1_i6",0.05,0
"TR216500|c0_g1_i1",0.41,0.44
"TR9591|c2_g1_i1",0.96,1.02
"TR80014|c1_g2_i1",5.34,3.87
